item_id,location_id,item_name,meal_period,item_description,generated_tags,all_tags,loc_name,campus,location,hours,cuisine,loc_description,tags,document
140,5,Spicy Tuba Yubu,"lunch, dinner","fried tofu, spicy tuna, crispy onion, and spicy mayo","fried,spicy,vegetarian,snack,lunch,dinner","dinner, fried, lunch, snack, spicy, vegetarian",Gyotaku,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),asian,"Gyotaku-Where the daily catch becomes a daily delicacy. Sit down at the bar and watch as Gyotaku combines the freshest ingredients into amazing, made-to-order sushi. Or enjoy a pre-made roll created by their master chefs. Either way, your taste buds will thank you.","asian,sushi,lunch,dinner","Spicy Tuba Yubu. Available at Gyotaku (asian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. fried tofu, spicy tuna, crispy onion, and spicy mayo. Item tags: dinner, fried, lunch, snack, spicy, vegetarian. Venue tags: asian,sushi,lunch,dinner. "
141,6,London Broil,"lunch, dinner","Beef flank steak with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","London Broil. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Beef flank steak with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
142,6,Prime Rib,"lunch, dinner","Prime Rib with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Prime Rib. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Prime Rib with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
143,6,Pork Chop,"lunch, dinner","Pork Chop with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Pork Chop. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Pork Chop with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
144,6,Beef Skewer,"lunch, dinner","Beef skewer with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Beef Skewer. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Beef skewer with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
145,6,Ribeye,"lunch, dinner","Beef ribeye with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Ribeye. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Beef ribeye with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
146,6,BBQ Ribs,"lunch, dinner","BBQ ribs with two sides, bread roll, and sauce","comfort_food,dinner","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","BBQ Ribs. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. BBQ ribs with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
147,6,Quarter flame roasted chicken,"lunch, dinner","quarter flame roasted chicken with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Quarter flame roasted chicken. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. quarter flame roasted chicken with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
148,6,Half flame roasted chicken,"lunch, dinner","Half flame roasted chicken with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Half flame roasted chicken. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Half flame roasted chicken with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
149,6,Wood fired boneless chicken breast,"lunch, dinner","Wood fired boneless chicken breast with two sides, bread roll, and sauce","dinner,comfort_food,high_protein","comfort_food, dinner, high_protein",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Wood fired boneless chicken breast. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Wood fired boneless chicken breast with two sides, bread roll, and sauce. Item tags: comfort_food, dinner, high_protein. Venue tags: lunch,dinner,protein,american. "
150,6,Paella Mixta,"lunch, dinner","Pulled chicken, chorizo, shrimp, roasted peppers, peas, tomato in saffron rice","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Paella Mixta. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Pulled chicken, chorizo, shrimp, roasted peppers, peas, tomato in saffron rice. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
151,6,Shrimp Skewer,"lunch, dinner","Shrimp skwere with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Shrimp Skewer. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Shrimp skwere with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
152,6,Atlantic Salmon Filet,"lunch, dinner","Salmon with two sides, bread roll, and sauce","dinner,high_protein","dinner, high_protein",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Atlantic Salmon Filet. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Salmon with two sides, bread roll, and sauce. Item tags: dinner, high_protein. Venue tags: lunch,dinner,protein,american. "
153,6,Mahi Mahi,"lunch, dinner","Mahi Mahi with with two sides, bread roll, and sauce","dinner,comfort_food","comfort_food, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Mahi Mahi. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Mahi Mahi with with two sides, bread roll, and sauce. Item tags: comfort_food, dinner. Venue tags: lunch,dinner,protein,american. "
154,6,Yellow Fin Tuna,"lunch, dinner","Yellow fin tuna with two sides, bread roll, and sauce","dinner,high_protein","dinner, high_protein",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Yellow Fin Tuna. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Yellow fin tuna with two sides, bread roll, and sauce. Item tags: dinner, high_protein. Venue tags: lunch,dinner,protein,american. "
155,6,Sides,"lunch, dinner, snack","Options: twice baked potato, grilled tomato salad, roasted broccoli, garlic mashed potatoes, grilled asparagus, steak house wedges, cranberry quinoa, roasted vegetables, brown rice, sweet potato fries, baked potato, paella mixta","vegetarian,comfort_food,dinner","comfort_food, dinner, vegetarian",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Sides. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner, snack. Options: twice baked potato, grilled tomato salad, roasted broccoli, garlic mashed potatoes, grilled asparagus, steak house wedges, cranberry quinoa, roasted vegetables, brown rice, sweet potato fries, baked potato, paella mixta. Item tags: comfort_food, dinner, vegetarian. Venue tags: lunch,dinner,protein,american. "
156,6,Prime Rib Steak and Cheese,"lunch, dinner",Prime Rib steak and cheese sandwich with cheese and mushrooms and a choice of side,"dinner,comfort_food,gluten,dairy","comfort_food, dairy, dinner, gluten",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Prime Rib Steak and Cheese. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Prime Rib steak and cheese sandwich with cheese and mushrooms and a choice of side. Item tags: comfort_food, dairy, dinner, gluten. Venue tags: lunch,dinner,protein,american. "
157,6,Chophouse Burger,"lunch, dinner","Burger with cheese, lettuce, tomato, onion, cheddar  or swiss cheese, steak sauce","dinner,comfort_food,dairy","comfort_food, dairy, dinner",JB's Roasts & Chops,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),american,"At JB's Roasts & Chops, you'll experience meat and potatoes the way they're supposed to be, slowly roasted, deliciously seasoned and served fresh. This is a meal that's on a whole new level. Place your order and enjoy a tried and true American meal that's second to none.","lunch,dinner,protein,american","Chophouse Burger. Available at JB's Roasts & Chops (american cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Burger with cheese, lettuce, tomato, onion, cheddar  or swiss cheese, steak sauce. Item tags: comfort_food, dairy, dinner. Venue tags: lunch,dinner,protein,american. "
